0.9.5	id=demo_maeduc	filters=NULL	exact_match=TRUE	date_filter=NULL	label=FALSE	select_freq=NULL	cache=TRUE	update_cache=FALSE	cache_dir=NULL	compress_file=TRUE	stringsAsFactors=TRUE	keep_flags=FALSE	cflags=FALSE	check_toc=FALSE	local_filter=TRUE	force_local_filter=FALSE	verbose=FALSE
0.9.5	id=lfsa_pgaed	filters=NULL	exact_match=TRUE	date_filter=NULL	label=FALSE	select_freq=NULL	cache=TRUE	update_cache=FALSE	cache_dir=NULL	compress_file=TRUE	stringsAsFactors=TRUE	keep_flags=FALSE	cflags=FALSE	check_toc=FALSE	local_filter=TRUE	force_local_filter=FALSE	verbose=FALSE
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=tour_occ_ninat
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=demo_gind
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=demo_gind
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat	stringsAsFactors=FALSE
0.8.10	id=tour_occ_nim	stringsAsFactors=FALSE
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat	stringsAsFactors=FALSE
0.8.10	id=tour_occ_nim	stringsAsFactors=FALSE
0.8.10	id=tour_cap_nat
0.8.10	id=demo_gind
0.8.10	id=tour_occ_ninat	stringsAsFactors=FALSE
0.8.10	id=tour_occ_nim	stringsAsFactors=FALSE
0.8.10	id=tour_cap_nat
0.8.10	id=demo_gind
0.8.10	id=tour_dem_tttot
0.8.10	id=tour_dem_totot
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=demo_gind
0.8.10	id=tour_occ_ninat
0.8.10	id=tour_occ_nim
0.8.10	id=tour_cap_nat
0.8.10	id=demo_gind
