0.12.3	id=BOP_GDP6_Q	time_format=num
0.12.3	id=tour_occ_arn2	label=FALSE
0.12.3	id=tour_occ_arn2	label=FALSE
0.12.3	id=tour_occ_arn2	label=FALSE
0.12.3	id=demo_r_pjangrp3	cache=TRUE	stringsAsFactors=FALSE
0.12.3	id=demo_r_pjangrp3	cache=TRUE	stringsAsFactors=FALSE
0.12.3	id=demo_r_pjangrp3	cache=TRUE	stringsAsFactors=FALSE
