0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_mmor
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_mmor
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_mmor
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_mmor
0.12.8	id=prc_hicp_inw
0.12.8	id=prc_hicp_manr
0.12.8	id=prc_hicp_mmor
